SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
2, 0.0700, 7, 0.08176360, -0.99610019, -0.01152579, 0.15575995, 0.60498303, 0.48935905, -50.54077530, -16.19409561, -86.67056274, -1.15690649, 2.20410132, 12.95446205, 0.99336052, 0.01219900, -0.01797081, -0.11297466, -0.00061114, 0.00814651, -0.00037594, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.0800, 8, 0.08677024, -0.99594802, -0.01123884, -0.16680886, 0.64503849, 0.37096527, -50.51154709, -16.10640144, -87.25518799, -1.06758058, 2.30735683, 12.95813084, 0.99334753, 0.01152672, -0.01895362, -0.11299875, -0.00522753, 0.00803227, -0.00030616, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.0900, 9, 0.09095983, -0.99368227, -0.01728225, -0.20302287, 0.40367210, 0.38598907, -50.51154709, -16.10640144, -87.25518799, -1.06927335, 2.30357146, 12.96232510, 0.99334383, 0.01153837, -0.01891872, -0.11303516, -0.00817636, 0.00083294, -0.00236386, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2500, 21, 0.05403207, -1.00510442, 0.01779288, 0.96870410, 0.09911679, -0.45130122, -41.47909927, 2.48465347, -110.31861877, -2.95133018, -5.18740988, 6.40437365, 0.99715018, 0.02315883, 0.04660462, -0.05462030, 0.01576478, -0.00400119, 0.00498642, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2600, 22, 0.05682803, -1.00344121, 0.01740519, 0.46930575, -0.04570656, -0.47013083, -42.26834106, 2.54311609, -110.14323425, -2.94662142, -5.18273878, 6.40327072, 0.99715340, 0.02312062, 0.04656151, -0.05461378, 0.01281821, -0.00438164, 0.00375207, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2700, 23, 0.06196340, -1.00361764, 0.01718439, 0.16052061, 0.33303425, -0.54037023, -42.44372940, 2.45542240, -110.66939545, -2.99967074, -5.25492191, 6.41807365, 0.99710786, 0.02354026, 0.04721785, -0.05470297, 0.00752803, -0.00442320, 0.00475870, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1000, 10, 0.08850245, -0.99411547, -0.02031148, -0.09483474, 0.31199944, 0.59347320, -50.42385101, -16.39871407, -86.67056274, -1.06995237, 2.29769397, 12.96559620, 0.99334162, 0.01153901, -0.01886677, -0.11306326, -0.00579153, -0.00218446, -0.00204098, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 0.1300, 13, -0.08001981, -0.99356729, -0.05871320, 0.49392962, -0.76493490, 0.30714428, -29.20198822, 18.62028694, -101.14001465, -0.10898136, -0.26021057, -0.44639143, 0.99998939, 0.00095988, 0.00226704, 0.00389764, 0.00618522, 0.00324640, -0.00153408, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1100, 11, 0.08274920, -0.99632221, -0.02214351, -0.09584253, -0.11855329, 0.57093328, -50.39462280, -16.07716942, -87.13825989, -1.07101405, 2.29196453, 12.96455479, 0.99334365, 0.01154241, -0.01881615, -0.11305407, -0.00004988, -0.00398823, -0.00008666, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1200, 12, 0.08428633, -0.99661136, -0.01960719, 0.06412600, -0.41118604, 0.47837296, -50.48231506, -16.66179466, -86.64133453, -1.07072031, 2.28710556, 12.96049976, 0.99334854, 0.01153442, -0.01877473, -0.11301857, -0.00166322, -0.00145036, 0.00026565, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1300, 13, 0.08076999, -0.99709451, -0.01438732, 0.09945223, -0.70529568, 0.50948173, -50.74539566, -16.25255775, -86.55363464, -1.00666356, 2.24907589, 12.96295929, 0.99335927, 0.01094215, -0.01850799, -0.11302722, 0.00163822, 0.00348263, 0.00058634, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2800, 24, 0.06825308, -1.00464118, 0.01462279, 0.22992653, 0.49019876, -0.50052774, -42.47296143, 2.28003502, -110.52323914, -2.99699402, -5.25004101, 6.42266464, 0.99710804, 0.02351751, 0.04717505, -0.05474524, 0.00052904, -0.00637765, 0.00670188, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2900, 25, 0.07196067, -1.00506282, 0.01966660, 0.44192308, 0.73598194, -0.54500353, -42.47296143, 2.28003502, -110.52323914, -2.99200916, -5.24478531, 6.42936468, 0.99710786, 0.02347400, 0.04712832, -0.05480690, -0.00291998, -0.00145824, 0.00805629, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3000, 26, 0.07050278, -1.00318325, 0.02253594, 0.24447580, 0.75100833, -0.49105912, -42.29757309, 2.77696586, -110.23092651, -2.98899961, -5.24005413, 6.43651915, 0.99710691, 0.02344723, 0.04708717, -0.05487157, -0.00165835, 0.00148175, 0.00616868, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3100, 27, 0.06387778, -1.00620592, 0.02343199, 0.17914616, 0.19408070, -0.35533354, -42.03449249, 2.13387895, -110.26015472, -2.98704720, -5.23656034, 6.43822432, 0.99710780, 0.02343129, 0.04705619, -0.05488808, 0.00544318, 0.00210949, 0.00814721, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3200, 28, 0.05837810, -1.00494421, 0.02466683, 0.02179030, -0.08574246, -0.39901385, -41.77141190, 2.39696002, -109.82168579, -2.93487811, -5.34261847, 6.42270851, 0.99708456, 0.02293084, 0.04795082, -0.05474847, 0.01027180, 0.00319428, 0.00614563, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1400, 14, 0.08042963, -0.99593353, -0.00982055, -0.02533544, -0.65393573, 0.58134216, -50.74539566, -16.25255775, -86.55363464, -1.00745630, 2.24315095, 12.95653248, 0.99336666, 0.01094216, -0.01845646, -0.11297131, 0.00139780, 0.00722148, -0.00062181, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1500, 15, 0.07651143, -0.99544370, -0.01264807, -0.02476818, -0.30844310, 0.55045205, -50.59923935, -16.39871407, -86.46594238, -1.00794864, 2.23759556, 12.95355320, 0.99337047, 0.01094049, -0.01840810, -0.11294523, 0.00519515, 0.00440768, -0.00128364, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1600, 16, 0.07272023, -0.99645209, -0.01343794, -0.27507257, -0.06332429, 0.48612824, -50.21923447, -16.66179466, -86.75825500, -1.01074529, 2.23272848, 12.95311737, 0.99337149, 0.01095988, -0.01836319, -0.11294162, 0.00893658, 0.00365036, -0.00044155, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1700, 17, 0.07242334, -0.99511570, -0.01262778, -0.11355655, 0.24621652, 0.45307949, -51.06694031, -16.48640823, -86.37825012, -1.01166153, 2.22823954, 12.95570278, 0.99336970, 0.01096382, -0.01832312, -0.11296393, 0.00909460, 0.00448599, -0.00179176, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1800, 18, 0.07533927, -0.99447328, -0.01590271, -0.25663480, 0.47348833, 0.36991206, -50.71616364, -17.18795586, -85.88131714, -1.01649141, 2.18986750, 12.96493340, 0.99336690, 0.01096943, -0.01798482, -0.11304250, 0.00593542, 0.00125414, -0.00231830, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1900, 19, 0.07819197, -0.99413306, -0.01942464, -0.38205907, 0.38845199, 0.37026203, -50.71616364, -17.18795586, -85.88131714, -1.01999438, 2.18623519, 12.96904278, 0.99336314, 0.01099686, -0.01794949, -0.11307846, 0.00255210, -0.00217932, -0.00255661, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3300, 29, 0.06108234, -1.00557065, 0.02379158, -0.14202729, 0.06862500, -0.27101368, -41.06986237, 2.48465347, -110.11399841, -2.93622828, -5.33991146, 6.42367029, 0.99708486, 0.02294354, 0.04792811, -0.05475693, 0.00631492, 0.00160204, 0.00722203, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3400, 30, 0.06557941, -1.00501180, 0.02000101, -0.46798527, 0.36022604, -0.27512997, -41.06986237, 2.48465347, -110.11399841, -2.94065237, -5.33720350, 6.42804575, 0.99708295, 0.02298155, 0.04790754, -0.05479382, 0.00178485, -0.00207922, 0.00711358, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2100, 20, 0.07763791, -0.99485725, -0.01991894, -0.22344908, -0.17659815, 0.11720859, -50.39462280, -15.81408882, -86.29055786, -1.02483976, 2.18157458, 12.96885967, 0.99336356, 0.01103425, -0.01790432, -0.11307734, 0.00303630, -0.00257805, -0.00185906, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2200, 21, 0.07606745, -0.99668908, -0.01527302, -0.08131194, -0.52152836, 0.05917937, -50.16077042, -15.96024513, -86.52440643, -1.02607536, 2.18089199, 12.96369267, 0.99336874, 0.01104349, -0.01789768, -0.11303273, 0.00467110, 0.00209770, -0.00009353, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2300, 22, 0.07424359, -0.99447596, -0.01529237, -0.06312092, -0.14022502, -0.04138896, -50.24846649, -16.07716942, -86.84594727, -0.98706770, 2.09155512, 12.97452164, 0.99337697, 0.01061909, -0.01716067, -0.11311547, 0.00600570, 0.00191891, -0.00240005, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3500, 31, 0.07162630, -1.00475168, 0.01760801, -0.44713825, 0.16940784, -0.36878788, -42.06372452, 2.30926633, -109.90938568, -2.94498420, -5.33351660, 6.43051243, 0.99708229, 0.02302005, 0.04787803, -0.05481438, -0.00419736, -0.00437192, 0.00764549, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3600, 32, 0.07493896, -1.00333631, 0.01915941, -0.40710625, -0.09063097, -0.53432691, -41.97602844, 2.98158431, -109.85092163, -2.94906282, -5.32812071, 6.43037224, 0.99708372, 0.02305830, 0.04783301, -0.05481279, -0.00759157, -0.00264054, 0.00688610, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3700, 33, 0.08068313, -0.99978667, 0.02141941, 0.14154485, 0.50675064, -0.74142587, -42.38526535, 1.69541073, -110.31861877, -2.94360518, -5.16250229, 6.43275785, 0.99714756, 0.02309249, 0.04638994, -0.05487656, -0.01299300, -0.00013124, 0.00439186, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2400, 23, 0.07175349, -0.99493110, -0.01244052, 0.00871452, -0.05507134, -0.02368234, -50.24846649, -16.07716942, -86.84594727, -0.98702490, 2.09178185, 12.97396374, 0.99337739, 0.01061886, -0.01716273, -0.11311063, 0.00735009, 0.00425543, -0.00210279, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2500, 24, 0.07221879, -0.99715179, -0.01569038, 0.06268609, 0.20411834, -0.07364268, -50.54077530, -16.39871407, -86.78749084, -0.98621827, 2.09255266, 12.97597122, 0.99337536, 0.01061293, -0.01717003, -0.11312795, 0.00698347, 0.00100045, 0.00013403, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2600, 25, 0.07815327, -0.99654692, -0.01315643, 0.04537349, 0.51492578, -0.08727124, -50.59923935, -16.80795097, -86.23209381, -0.98535544, 2.09351063, 12.98108292, 0.99337029, 0.01060716, -0.01717871, -0.11317219, 0.00104609, 0.00351173, -0.00021494, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2700, 26, 0.08235838, -0.99445093, -0.01586778, 0.08036279, 0.46588749, -0.22804660, -50.65770340, -16.07716942, -86.99210358, -0.98418951, 2.09586716, 12.98566723, 0.99336553, 0.01060006, -0.01719987, -0.11321190, -0.00321521, 0.00078422, -0.00212991, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.2800, 27, 0.08399919, -0.99542743, -0.01667732, -0.00974456, 0.24337614, -0.26465228, -50.54077530, -16.01870728, -86.17362976, -0.98463178, 2.14404941, 12.98223782, 0.99336070, 0.01065084, -0.01761744, -0.11318494, -0.00456437, -0.00002955, -0.00107544, 0.00000000, 0.00000000, 0.00000000, 0.00000000
