SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
2, 0.1701, 10, 0.05382425, -0.99338871, 0.00220176, -1.63609409, 0.02369351, -2.85167837, -53.25928116, -15.81408882, -83.86436462, 0.71209472, -1.67641175, 47.23480606, 0.91608906, -0.01155369, 0.01091407, -0.40065995, 0.02145847, 0.00773633, -0.00614950, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 0.1301, 13, 1.00606596, 0.08934727, -0.00469809, -0.13258226, -4.14063168, 6.45346451, -19.61414719, 76.32270813, -68.16719818, 0.09628046, -0.71052623, 2.83779383, 0.99967366, -0.00099347, 0.00617776, -0.02476661, -0.01362368, 0.00351280, 0.01010747, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 0.1401, 14, 1.00164771, 0.09108374, 0.00033164, 0.08048838, -4.10627937, 6.54192638, -19.84799767, 76.32270813, -68.31335449, 0.07426997, -0.53411543, 2.87723827, 0.99967372, -0.00076494, 0.00464328, -0.02510874, -0.00986406, -0.00195702, 0.00584482, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 0.1501, 15, 0.99861902, 0.08591332, 0.00197520, 0.80252570, -4.06917477, 6.40688705, -19.32183456, 76.23501587, -68.51797485, 0.11539048, -0.46993661, 2.87296963, 0.99967670, -0.00110945, 0.00407442, -0.02507266, -0.01215844, -0.00350611, 0.00234077, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 0.1601, 16, 0.98686528, 0.09040920, -0.00508359, 2.00270677, -3.96271276, 6.37949419, -19.58491707, 76.05963135, -68.25489807, 0.15661454, -0.40600154, 2.85668874, 0.99968207, -0.00145460, 0.00350785, -0.02493138, -0.00552962, 0.00284395, -0.00897395, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1600, 13, 0.13787726, -0.99407500, 0.06733338, -0.26332656, -0.94820493, 3.49602747, -44.31452560, 0.78924292, -102.36772919, 0.20859189, 1.03820026, 13.47160339, 0.99305713, -0.00074502, -0.00921083, -0.11726989, -0.00514886, -0.01369539, 0.00569813, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1700, 14, 0.13964282, -0.98271948, 0.07335322, -0.00280746, -0.16293265, 3.15962839, -44.22683334, 1.52002335, -102.19233704, 0.13190791, 1.12761366, 13.45246410, 0.99306971, 0.00000939, -0.00990721, -0.11710839, -0.00817558, -0.00644822, -0.00488553, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1800, 15, 0.14569129, -0.97787637, 0.07699714, 0.20602043, -0.99436384, 2.91992831, -44.16837311, 0.73078048, -102.25080109, 0.13233317, 1.09930897, 13.44006443, 0.99308479, -0.00002427, -0.00966235, -0.11700147, -0.01363721, -0.00144509, -0.00869594, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1900, 16, 0.14538710, -0.98056406, 0.08004979, 0.85415637, -2.63747072, 2.80277038, -44.16837311, 0.73078048, -102.25080109, 0.13701767, 1.07348132, 13.41073799, 0.99311680, -0.00009366, -0.00944328, -0.11674744, -0.01347263, 0.00133588, -0.00584178, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1801, 11, 0.04705255, -0.99688226, 0.00520400, -1.88760781, 0.83090472, -3.39873672, -52.14849472, -16.16486359, -83.42589569, 0.69384474, -1.64239812, 47.24483871, 0.91606045, -0.01128985, 0.01070495, -0.40073845, 0.02910936, 0.01109864, -0.00346205, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.1901, 12, 0.05777955, -1.00066614, 0.00468074, -2.12043834, 1.56487656, -3.75460672, -52.14849472, -16.16486359, -83.42589569, 0.76032490, -1.79191971, 47.26113129, 0.91597539, -0.01234562, 0.01166608, -0.40087494, 0.01865977, 0.01060295, 0.00144428, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 0.1701, 17, 0.98803526, 0.08622418, -0.00417532, 2.26482320, -4.02985668, 6.17114305, -19.58491707, 76.05963135, -68.25489807, 0.19874986, -0.34412286, 2.83789682, 0.99968725, -0.00180824, 0.00295916, -0.02476784, -0.00871252, 0.00120238, -0.00818743, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 0.1801, 18, 0.99270701, 0.06806391, -0.01137187, 1.62645233, -3.83923817, 6.01445007, -19.43876076, 76.35194397, -68.16719818, 0.23835063, -0.28384012, 2.82533646, 0.99969077, -0.00214043, 0.00242493, -0.02465823, -0.02616309, 0.00763361, -0.00516024, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 0.2101, 19, 1.01150870, 0.05446853, -0.01884232, -0.03564928, -3.41589832, 4.67415285, -19.46799088, 76.17655945, -68.66413116, 0.42051485, 0.23259129, 2.92527652, 0.99966562, -0.00361666, -0.00212273, -0.02551740, -0.03229930, 0.01186065, 0.01236210, 0.00000000, 0.00000000, 0.00000000, 0.00000000
5, 0.1000, 10, 0.96257323, 0.23154713, 0.16246772, -5.09059238, 4.02015495, -8.08375931, -21.86495209, 72.52265167, -85.35515594, 0.08718914, 0.19900367, -4.73250198, 0.99914545, -0.00083192, -0.00170374, 0.04128836, -0.00856676, -0.00858708, 0.00317851, 0.00000000, 0.00000000, 0.00000000, 0.00000000
5, 0.1100, 11, 0.96006989, 0.22678556, 0.15976961, -4.64788675, 4.22754526, -7.85661268, -21.36802101, 72.61034393, -84.97515106, 0.08159672, 0.11009374, -4.68576670, 0.99916339, -0.00075074, -0.00093084, 0.04088028, -0.01460932, -0.00888381, -0.00082394, 0.00000000, 0.00000000, 0.00000000, 0.00000000
5, 0.1200, 12, 0.95493484, 0.22125460, 0.16247132, -3.81121922, 4.16453552, -7.83371210, -21.33878899, 72.37649536, -85.44285583, 0.07877268, 0.02175350, -4.64690351, 0.99917769, -0.00069455, -0.00016181, 0.04054087, -0.01761498, -0.01412741, -0.00664874, 0.00000000, 0.00000000, 0.00000000, 0.00000000
5, 0.1300, 13, 0.95276797, 0.21607417, 0.16456275, -3.21141529, 4.55406809, -7.88464260, -21.42648315, 72.96112061, -84.88745880, 0.07481845, -0.06916448, -4.61463213, 0.99918896, -0.00062808, 0.00062937, 0.04025896, -0.02156281, -0.01868558, -0.00964754, 0.00000000, 0.00000000, 0.00000000, 0.00000000
5, 0.1400, 14, 0.95930272, 0.21668382, 0.17220730, -3.49324727, 4.35716581, -7.76306391, -21.42648315, 72.96112061, -84.88745880, -0.22010766, 0.08149438, -4.49421072, 0.99922901, 0.00189144, -0.00078594, 0.03920788, -0.01947824, -0.02336708, -0.00200481, 0.00000000, 0.00000000, 0.00000000, 0.00000000
5, 0.1500, 15, 0.97659069, 0.21561228, 0.17625980, -4.18399858, 4.14046955, -7.68933201, -21.57263947, 72.78573608, -85.55977631, -0.22461751, -0.00529562, -4.45150137, 0.99924368, 0.00196047, -0.00002995, 0.03883691, -0.02165980, -0.02345582, 0.01492055, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.3601, 13, 0.08706979, -0.99352324, -0.01405183, -1.12524438, -2.06861401, -3.59841871, -52.67465591, -15.81408882, -84.03975677, 0.27511138, -0.82053906, 47.30562210, 0.91596043, -0.00507179, 0.00559579, -0.40119770, 0.00333587, -0.00087123, -0.00262041, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 0.2201, 20, 1.00261486, 0.05379226, -0.02771834, 0.29369551, -3.25604296, 4.26089954, -19.46799088, 76.17655945, -68.66413116, 0.45310968, 0.27528530, 2.92558169, 0.99966371, -0.00389149, -0.00250245, -0.02551797, -0.03143101, 0.02015120, 0.00344885, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2100, 17, 0.11432727, -1.00037515, 0.08344262, 1.59120703, -7.18165445, 2.95895123, -43.96375275, 0.90616781, -101.78310394, 0.14790770, 1.02692080, 13.28052998, 0.99325240, -0.00024577, -0.00905058, -0.11561894, 0.01884848, 0.00300276, 0.01048957, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2200, 18, 0.10724316, -1.01810503, 0.08440119, 1.91600180, -7.47344732, 3.17064929, -43.37912750, -0.43846828, -102.10464478, 0.17673232, 0.70549881, 13.20280743, 0.99335110, -0.00082425, -0.00629307, -0.11494970, 0.02618590, 0.00235313, 0.02729157, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2300, 19, 0.11383720, -1.01717746, 0.08241431, 1.29709876, -5.27387905, 3.20423317, -44.08067703, 1.49079216, -101.69541168, 0.18265980, 0.67782247, 13.14653111, 0.99340874, -0.00090638, -0.00605866, -0.11446206, 0.01516449, 0.00005441, 0.02690758, 0.00000000, 0.00000000, 0.00000000, 0.00000000
5, 0.1600, 16, 0.98951995, 0.20828812, 0.16829662, -4.89080429, 3.79969835, -7.53072166, -21.48494530, 71.32417297, -85.00438690, -0.22940925, -0.08885115, -4.40145826, 0.99926007, 0.00203027, 0.00069792, 0.03840197, -0.03698527, -0.02079937, 0.02419092, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 0.2301, 21, 0.99499393, 0.04468010, -0.03023759, 0.62222821, -2.36899757, 3.91064954, -18.88336754, 76.29347992, -68.45951080, 0.47714260, 0.31448296, 2.92180562, 0.99966282, -0.00409251, -0.00284962, -0.02548305, -0.03911957, 0.02217036, -0.00494813, 0.00000000, 0.00000000, 0.00000000, 0.00000000
